code,name,alpha,neg_days,avg_amount
600293.SH,三峡新材,1.109435897663542e-09,10,477278984.5845
601136.SH,首创证券,1.1069979493777627e-09,11,185208819.84100002
600535.SH,天士力,1.100944835987353e-09,11,123571585.44649999
600933.SH,爱柯迪,1.0982261274950353e-09,16,233231295.34050003
600072.SH,中船科技,1.0792909892492432e-09,15,284845353.0345
601298.SH,青岛港,1.0724579178234232e-09,11,163325262.32100004
600562.SH,国睿科技,1.0705985806870288e-09,11,196250407.2705
600630.SH,龙头股份,1.0651869116291982e-09,7,212219266.0785
603175.SH,超颖电子,1.0604329740607397e-09,13,436928477.81850004
600339.SH,中油工程,1.0354262743115213e-09,12,250475199.9135
600116.SH,三峡水利,1.0338467238853157e-09,11,229009170.54000002
601865.SH,福莱特,1.0325433981519345e-09,13,210177453.14749998
601222.SH,林洋能源,1.0151854831646566e-09,10,286661444.858
600877.SH,电科芯片,1.0073372189977526e-09,11,309053841.81600004
603338.SH,浙江鼎力,1.0007958051752861e-09,14,240633724.01500002
601106.SH,中国一重,9.984185434948599e-10,10,216149937.304
600388.SH,龙净环保,9.921874821478518e-10,12,273066075.173
601866.SH,中远海发,9.915140638481823e-10,9,180327804.80800003
600032.SH,浙江新能,9.914348890340948e-10,12,645515007.1005001
600737.SH,中粮糖业,9.90343064194297e-10,13,456650521.809
600916.SH,中国黄金,9.73379280952782e-10,13,209412253.63599998
600085.SH,同仁堂,9.70494897684724e-10,13,178928137.8875
600575.SH,淮河能源,9.596394478110514e-10,13,401631225.59749997
601880.SH,辽港股份,9.559712703945633e-10,12,155652783.9115
600435.SH,北方导航,9.4079516906312e-10,10,269774185.3235
601069.SH,西部黄金,9.336715309470322e-10,11,441992681.07650006
600361.SH,创新新材,9.146069613508462e-10,11,346391526.954
600398.SH,海澜之家,9.107538155021462e-10,11,146362712.98999998
600998.SH,九州通,9.077816818046575e-10,9,132412793.47350001
600970.SH,中材国际,9.033605776678067e-10,9,194251003.29549998
600152.SH,维科技术,9.020175000441133e-10,13,410857539.074
600521.SH,华海药业,8.961023771022279e-10,14,267538321.92349997
600754.SH,锦江酒店,8.940495091998087e-10,13,253615088.59900004
600776.SH,东方通信,8.86797147046566e-10,11,468773575.2685
600369.SH,西南证券,8.861334981264389e-10,11,172107906.48950002
601567.SH,三星电气,8.693606221884522e-10,13,367036032.5345
600316.SH,洪都航空,8.691117110485869e-10,16,301869576.74149996
600505.SH,西昌电力,8.614774245205246e-10,12,389584488.8705
601608.SH,中信重工,8.580993587253479e-10,13,287744630.55649996
600968.SH,海油发展,8.572654234743979e-10,11,188246119.97499996
600529.SH,山东药玻,8.555713529968394e-10,11,243651580.236
600593.SH,大连圣亚,8.532139797492917e-10,9,267425961.5605
600100.SH,同方股份,8.50363609205994e-10,12,284545573.9785
600918.SH,中泰证券,8.488043244372492e-10,12,247372389.992
600292.SH,电投水电,8.466759062604105e-10,11,277397488.3825
600377.SH,宁沪高速,8.423027733154856e-10,11,142180453.35
601808.SH,中海油服,8.404425250943421e-10,15,232356505.76799998
600511.SH,国药股份,8.396706440997134e-10,11,116021261.6355
600108.SH,亚盛集团,8.294473948488176e-10,12,438410770.26400006
600198.SH,大唐电信,8.27560919986969e-10,9,476083302.5705
600702.SH,舍得酒业,8.254270159049854e-10,12,383568788.3625001
600872.SH,中炬高新,8.209488150341622e-10,13,234379922.465
600310.SH,广西能源,8.208551023536464e-10,15,863350997.9224999
600901.SH,江苏金租,8.183878668684841e-10,9,225144347.973
601156.SH,东航物流,8.098832074569381e-10,8,167527194.26749998
600332.SH,白云山,8.053665504819534e-10,10,171898283.0455
601717.SH,中创智领,7.960318751166464e-10,12,382066064.1309999
603606.SH,东方电缆,7.91815269758006e-10,13,770974092.6005
603486.SH,科沃斯,7.907327880360308e-10,15,440509150.99349993
600590.SH,泰豪科技,7.872723220142005e-10,14,637819321.386
600619.SH,海立股份,7.853746075465517e-10,15,320461746.51399994
600153.SH,建发股份,7.646604085709577e-10,11,210705319.06950003
600323.SH,瀚蓝环境,7.601287690586915e-10,12,206182442.839
603000.SH,人民网,7.596819163534311e-10,13,298763346.07350004
600583.SH,海油工程,7.532532293136263e-10,10,228854888.50350004
600121.SH,郑州煤电,7.490248783910051e-10,10,660250171.6545
600572.SH,康恩贝,7.447815922426746e-10,10,120883148.1075
600038.SH,中直股份,7.365952223999227e-10,11,215296691.95699996
601101.SH,昊华能源,7.362759895659177e-10,10,696735468.6279999
600685.SH,中船防务,7.361050555555451e-10,14,282466502.15250003
600871.SH,石化油服,7.336173733001732e-10,12,290832931.39699996
603129.SH,春风动力,7.323243323595837e-10,11,408533976.243
600039.SH,四川路桥,7.307038278545448e-10,9,194931088.30949998
601018.SH,宁波港,7.259774601908865e-10,10,211620078.43550003
600151.SH,航天机电,7.218211709221892e-10,13,720193889.4175
601799.SH,星宇股份,7.156649342697499e-10,13,467696991.53950006
600763.SH,通策医疗,7.130630120078463e-10,11,247452056.714
600203.SH,福日电子,7.117610100955658e-10,12,533449708.4355
600515.SH,海南机场,7.103215932860185e-10,11,301794052.066
601611.SH,中国核建,7.056750621688351e-10,12,463583423.495
600499.SH,科达制造,7.016430288748548e-10,12,400093383.031
600996.SH,贵广网络,7.013141667631256e-10,11,457727933.77699995
601133.SH,柏诚股份,7.002319729509136e-10,12,777587181.3695
600783.SH,鲁信创投,6.971203237228788e-10,12,740894652.088
600208.SH,衢州发展,6.933820257922951e-10,13,226011477.32750002
603341.SH,龙旗科技,6.927445176079733e-10,10,468204133.4995
600078.SH,澄星股份,6.911464932591128e-10,11,706475598.0234998
600098.SH,广州发展,6.900810147302839e-10,8,365159636.1084999
600009.SH,上海机场,6.900170596113574e-10,13,342264987.4355
600486.SH,扬农化工,6.866621898396958e-10,11,368877657.5655
600126.SH,杭钢股份,6.857600985770762e-10,13,423362254.6564999
600452.SH,涪陵电力,6.774837567866032e-10,14,705179713.692
600177.SH,雅戈尔,6.653663329069316e-10,10,164273440.83749998
600765.SH,中航重机,6.58363737159444e-10,13,249024686.76099998
600536.SH,中国软件,6.46655289386623e-10,12,618759114.6485001
600348.SH,华阳股份,6.416368603957454e-10,10,427405034.7725
600595.SH,中孚实业,6.334085043433795e-10,13,660160214.654
601128.SH,常熟银行,6.300794661203608e-10,12,296405916.27900004
603077.SH,和邦生物,6.2270351088467e-10,9,381445499.1515
601118.SH,海南橡胶,6.220101948497564e-10,10,438385287.206
601997.SH,贵阳银行,6.180067538964091e-10,14,257614184.896
601607.SH,上海医药,6.1549608402837e-10,11,149592309.1695
603605.SH,珀莱雅,6.116644620292574e-10,14,462254947.43999994
600598.SH,北大荒,6.107837287052345e-10,13,243644528.63599998
600688.SH,上海石化,6.099276311467547e-10,9,543092970.612
603160.SH,汇顶科技,6.095649198920536e-10,13,515248320.7299999
600588.SH,用友网络,6.086911756850125e-10,12,567477165.386
601216.SH,君正集团,6.068496671983945e-10,13,318067456.3945
601198.SH,东兴证券,6.068248531099425e-10,9,298972107.09400004
601577.SH,长沙银行,6.06428645055845e-10,10,189904382.64949998
600061.SH,国投资本,6.057224756696575e-10,9,282707190.88
601399.SH,国机重装,5.981388015500751e-10,11,340016967.785
600769.SH,祥龙电业,5.977216009454799e-10,7,448094082.18100005
601020.SH,华钰矿业,5.96762062139711e-10,12,842961955.3284999
601618.SH,中国中冶,5.82049499268389e-10,11,302727259.2915
600602.SH,云赛智联,5.716211720304785e-10,10,520344274.4595
600986.SH,浙文互联,5.713162881018095e-10,11,544651599.8245001
600704.SH,物产中大,5.660642348286306e-10,11,224044749.931
600343.SH,航天动力,5.640787179310941e-10,12,890099095.1255001
600363.SH,联创光电,5.618052318028095e-10,13,637554875.5695001
601162.SH,天风证券,5.582124286041916e-10,11,411817203.80550003
600170.SH,上海建工,5.562619822006928e-10,11,305730575.26199996
600312.SH,平高电气,5.524376129674705e-10,10,481996855.33599997
600995.SH,南网储能,5.484711746706619e-10,9,618761785.5415
600298.SH,安琪酵母,5.416941060735558e-10,10,328604397.929
600109.SH,国金证券,5.411225466141576e-10,11,391997122.70199996
601555.SH,东吴证券,5.405857417497826e-10,11,330901885.05599993
600023.SH,浙能电力,5.267188940922304e-10,13,587188559.6825
600801.SH,华新建材,5.26423247152838e-10,9,275885795.58149993
600060.SH,海信视像,5.182206719793596e-10,13,506530339.66099995
600546.SH,山煤国际,5.141816708004708e-10,10,543838112.8165
600233.SH,圆通速递,5.088213619120569e-10,15,390988095.0605
600637.SH,东方明珠,5.071682573942332e-10,10,646304690.7625
600642.SH,申能股份,5.05852620261244e-10,10,400605115.282
603345.SH,安井食品,5.057526368347557e-10,12,521610853.76199996
601058.SH,赛轮轮胎,5.001380376736369e-10,10,563114871.8775
601609.SH,金田股份,4.995197334396414e-10,11,1156840946.2645
603596.SH,伯特利,4.958390981692032e-10,13,788409846.067
601099.SH,太平洋,4.931148168514649e-10,11,401820020.6665
600360.SH,华微电子,4.873230373076048e-10,9,1130899240.3259997
601021.SH,春秋航空,4.823023308430678e-10,10,478609658.34849995
601108.SH,财通证券,4.756994835897896e-10,10,406888893.659
601333.SH,广深铁路,4.737395892713586e-10,9,220033641.2295
600862.SH,中航高科,4.716573186711094e-10,11,365862531.472
600436.SH,片仔癀,4.716541033633357e-10,12,479119275.05499995
601665.SH,齐鲁银行,4.684550674272515e-10,11,304187033.1405
601800.SH,中国交建,4.670719339259575e-10,11,349411634.3985
600438.SH,通威股份,4.646283071050818e-10,15,792092973.9625
600196.SH,复星医药,4.616106160848659e-10,14,407142805.4095
600171.SH,上海贝岭,4.5009181900634695e-10,9,681563713.566
601696.SH,中银证券,4.473612936420952e-10,12,805022618.1750001
600733.SH,北汽蓝谷,4.3854375454146426e-10,10,427388434.077
600008.SH,首创环保,4.37016518776939e-10,9,303978550.00100005
600166.SH,福田汽车,4.3039172008231963e-10,11,462680465.34749997
603225.SH,新凤鸣,4.2989216644951975e-10,9,648904304.1415
600516.SH,方大炭素,4.28195715383484e-10,9,734478956.2885
600352.SH,浙江龙盛,4.2786963481628657e-10,12,694654083.8075
600066.SH,宇通客车,4.254283643732022e-10,13,735673295.1
603156.SH,养元饮品,4.233867466839715e-10,9,452505553.38149995
601212.SH,白银有色,4.127886125458877e-10,9,693471012.8765
600025.SH,华能水电,4.063109273020946e-10,10,392325404.0035
600570.SH,恒生电子,4.0175042542509806e-10,15,733432246.4625001
601137.SH,博威合金,3.9601218704864134e-10,11,1014423468.0074999
601001.SH,晋控煤业,3.8397941813656407e-10,9,733951606.8100001
600744.SH,华银电力,3.8252024439046394e-10,11,1294887067.9319997
601319.SH,中国人保,3.7631304984186215e-10,10,569818128.273
600930.SH,华电新能,3.7354487872960734e-10,15,915621408.8474998
600104.SH,上汽集团,3.728189316675871e-10,15,627586468.3375001
603444.SH,吉比特,3.703632107978535e-10,9,499442781.5055
600985.SH,淮北矿业,3.630228986525149e-10,8,654045190.332
603087.SH,甘李药业,3.5984144365835156e-10,11,349536964.3905
601360.SH,三六零,3.5981551616530566e-10,14,801195229.6560001
600589.SH,大位科技,3.5961303513949045e-10,14,1332699403.3389995
600048.SH,保利发展,3.588346546695416e-10,16,696867196.6235
600741.SH,华域汽车,3.5732181177527834e-10,8,355092915.0945
601666.SH,平煤股份,3.5649774465113187e-10,8,581904429.929
603379.SH,三美股份,3.5422574629390605e-10,9,904813919.859
600596.SH,新安股份,3.3396788330914757e-10,11,1248505267.48
600600.SH,青岛啤酒,3.304176573731128e-10,12,424310715.73249996
600977.SH,中国电影,3.2387340560028756e-10,10,569076172.9520001
600338.SH,西藏珠峰,3.204056630681377e-10,12,1191151134.2660003
600115.SH,中国东航,3.172790978915496e-10,12,1039887691.5465
600345.SH,长江通信,3.1510569454171543e-10,8,1130727005.9559999
600885.SH,宏发股份,3.1469086633415077e-10,10,695713711.85
601390.SH,中国中铁,3.123649745224293e-10,13,579859095.875
600141.SH,兴发集团,3.0697835853363164e-10,9,1546995224.299
600458.SH,时代新材,3.03195799592525e-10,8,828435727.6804999
600219.SH,南山铝业,3.0102071183521074e-10,11,1260094765.2470002
600906.SH,财达证券,3.0061176027112203e-10,8,720234843.4635
601016.SH,节能风电,2.967557373315378e-10,11,1636499703.0349998
600585.SH,海螺水泥,2.930171283013704e-10,13,522817143.43299997
601615.SH,明阳智能,2.927145276698627e-10,13,1778227382.5540001
601233.SH,桐昆股份,2.905559768276813e-10,10,1115977692.6945002
600760.SH,中航沈飞,2.8823694180265744e-10,12,805791570.2745001
603290.SH,斯达半导,2.8734093670317583e-10,9,1546963909.8370001
600699.SH,均胜电子,2.818938056964611e-10,13,1397792426.2595
600483.SH,福能股份,2.795679859828495e-10,11,482244829.34800005
600958.SH,东方证券,2.775917087438637e-10,11,617993092.6324999
600143.SH,金发科技,2.7370330178782575e-10,13,1230055934.0275002
601117.SH,中国化学,2.656652484478575e-10,10,915737106.5600001
601229.SH,上海银行,2.634581181539887e-10,11,429421295.68050003
600895.SH,张江高科,2.612370013015202e-10,16,1381180964.609
600711.SH,盛屯矿业,2.5988233814227153e-10,11,1351501864.7525
600026.SH,中远海能,2.591195305751594e-10,13,1515692493.3125
600027.SH,华电国际,2.5778239128918834e-10,10,1012628618.4235001
601698.SH,中国卫通,2.575422708969637e-10,13,1555478111.4085002
600563.SH,法拉电子,2.5677312814336997e-10,11,1979163498.641
603179.SH,新泉股份,2.532983298366574e-10,12,1702241980.978
600988.SH,赤峰黄金,2.520976726946619e-10,10,1682377217.804
600886.SH,国投电力,2.4949667934974553e-10,10,607892211.197
600426.SH,华鲁恒升,2.4947081820133257e-10,13,972910537.334
601699.SH,潞安环能,2.469321562683418e-10,9,899836089.6795
601633.SH,长城汽车,2.4412021680809994e-10,11,336291931.0705
600641.SH,先导基电,2.4180974148938956e-10,9,1836670651.6465
603119.SH,浙江荣泰,2.4049457131296854e-10,10,1844345643.605
600660.SH,福耀玻璃,2.403207439389031e-10,13,615045107.4979999
600884.SH,杉杉股份,2.379850094656568e-10,9,1057771852.9230001
600482.SH,中国动力,2.3245573260222485e-10,12,1612463683.9155
600188.SH,兖矿能源,2.315516745281411e-10,12,1664270068.5425
603308.SH,应流股份,2.3037774105816154e-10,10,1676808777.6155
603288.SH,海天味业,2.2044479966275443e-10,11,695613030.9539999
600578.SH,京能电力,2.1968958071235485e-10,10,2872626681.724
600497.SH,驰宏锌锗,2.1337672612718502e-10,9,1910883269.5289998
600397.SH,江钨装备,2.121537700715661e-10,6,1132115938.8185
601168.SH,西部矿业,2.1017730184003547e-10,11,1922374190.1644998
600256.SH,广汇能源,2.0827172914312068e-10,10,255111202.667
600547.SH,山东黄金,1.9827207306455194e-10,11,1565407656.4925
600021.SH,上海电力,1.9659640810555785e-10,11,2364801944.6300006
600863.SH,华能蒙电,1.9398327120556952e-10,10,2644948578.6899996
600893.SH,航发动力,1.921111436521405e-10,13,1394106480.5359998
600707.SH,彩虹股份,1.910411595841983e-10,6,2831451006.2400002
600726.SH,华电能源,1.9015746508958645e-10,10,2602752218.8940005
601126.SH,四方股份,1.88708588504002e-10,12,2521800959.8975
600015.SH,华夏银行,1.8433823571908434e-10,8,487244608.9179999
601958.SH,金钼股份,1.799479617506057e-10,9,2950071010.427
600114.SH,东睦股份,1.7500297617270898e-10,8,1537949291.547
600673.SH,东阳光,1.732481256181995e-10,14,2956595247.47
600580.SH,卧龙电驱,1.710721752682028e-10,13,2519072374.019
600809.SH,山西汾酒,1.7058013840830104e-10,13,1179784486.6250002
600096.SH,云天化,1.6765823346450438e-10,14,1406125635.7929997
601377.SH,兴业证券,1.6583460744147205e-10,9,694046822.2804999
600938.SH,中国海油,1.6441326252525373e-10,13,1693020804.339
601066.SH,中信建投,1.576571996273692e-10,10,1387895648.0744998
600226.SH,亨通股份,1.5479747988024892e-10,6,1869587323.6895
600905.SH,三峡能源,1.514295378344175e-10,11,992054016.99
600941.SH,中国移动,1.498984168925438e-10,12,870656522.3875
600392.SH,盛和资源,1.4649402940372266e-10,6,3101527213.096
601169.SH,北京银行,1.4648211878963193e-10,11,623371170.6685
601179.SH,中国西电,1.4425681718306615e-10,11,2630163142.0825
600909.SH,华安证券,1.4098693204921144e-10,6,1800056952.793
600050.SH,中国联通,1.3801245480000112e-10,11,720414874.8694999
600362.SH,江西铜业,1.373365267563057e-10,10,3376850019.149
600011.SH,华能国际,1.369635553033673e-10,8,2390296319.6099997
603501.SH,豪威集团,1.3457692470880838e-10,12,3203725173.961
601100.SH,恒立液压,1.3425983210043156e-10,7,1245207301.7545
600157.SH,永泰能源,1.3239592486480743e-10,9,1436957824.381
601012.SH,隆基绿能,1.2818797928511825e-10,16,2123757213.426
603256.SH,宏和科技,1.2805802593823552e-10,8,3893092777.5959992
600690.SH,海尔智家,1.272719151055578e-10,14,991609775.3634999
601658.SH,邮储银行,1.265625131897966e-10,8,817249350.3419999
601857.SH,中国石油,1.2419810141063223e-10,12,2000256725.7844996
600172.SH,黄河旋风,1.2361263584600515e-10,8,3439423454.3425
601600.SH,中国铝业,1.2141587153472688e-10,12,3851700806.5385003
601628.SH,中国人寿,1.2095467098726087e-10,12,1543648284.219
600016.SH,民生银行,1.2032250997281493e-10,11,716392741.0665
601933.SH,永辉超市,1.1893611577892296e-10,8,5199426165.5435
600396.SH,华电辽能,1.1733183123269395e-10,9,4992065017.278
600879.SH,航天电子,1.1290179515184861e-10,11,3081037965.1005
600000.SH,浦发银行,1.12538994474198e-10,10,811952917.031
600309.SH,万华化学,1.1225113449079723e-10,14,2555466225.337499
600887.SH,伊利股份,1.0839348434784786e-10,12,1465026414.8355
600031.SH,三一重工,1.0664181890030167e-10,8,2081092857.7810001
600330.SH,天通股份,1.0511796354798177e-10,11,5095544533.432001
601088.SH,中国神华,1.0169980753748095e-10,12,2193118067.003
600118.SH,中国卫星,9.847265184701119e-11,15,3632632128.011
601601.SH,中国太保,9.823888464274059e-11,12,1571120377.025
600460.SH,士兰微,9.680157130177186e-11,8,4768184171.2895
601668.SH,中国建筑,9.261930693778867e-11,11,847344407.636
600406.SH,国电南瑞,9.100453710893146e-11,10,761267857.4059999
600601.SH,方正科技,8.813326511123089e-11,9,3640612071.9920006
600487.SH,亨通光电,8.682725030301814e-11,7,2585281326.473
600372.SH,中航机载,8.495397455060534e-11,7,888229913.4814999
600378.SH,昊华科技,8.487444066199603e-11,5,4039439929.451
600160.SH,巨化股份,8.409873780393892e-11,8,4233976899.6380005
600028.SH,中国石化,8.340525243970475e-11,12,1477946053.3019996
600919.SH,江苏银行,7.393516133315195e-11,7,1162859726.4149997
601888.SH,中国中免,7.379282646489898e-11,12,2867653490.9469995
600498.SH,烽火通信,7.053101033563908e-11,10,4838977052.686501
600703.SH,三安光电,6.958707460360913e-11,8,5705448571.29
601288.SH,农业银行,6.88081162793235e-11,12,2170198955.5950003
601985.SH,中国核电,6.705337357084186e-11,9,1365674430.6334999
601328.SH,交通银行,6.342175045589683e-11,9,1296364477.563
600276.SH,恒瑞医药,6.116276751119545e-11,13,3851755178.6010003
600667.SH,太极实业,5.963464447540567e-11,8,5596223695.0605
601991.SH,大唐发电,5.926240271471354e-11,8,7029590280.422501
600999.SH,招商证券,5.793787450327629e-11,6,1595668263.2059999
600869.SH,远东股份,5.6742075788362543e-11,8,4130192119.4309998
601688.SH,华泰证券,4.9022527154631005e-11,8,2338774365.059
600549.SH,厦门钨业,4.872435392965165e-11,7,6983800460.9515
601166.SH,兴业银行,4.858518225891484e-11,11,1965762252.207
601398.SH,工商银行,4.607721419244394e-11,9,2426447670.2409997
600111.SH,北方稀土,4.5383338771811886e-11,8,5546751461.4895
600176.SH,中国巨石,4.3069398424273164e-11,6,6952302640.514
601869.SH,长飞光纤,4.234982436070976e-11,9,6907919542.3550005
601211.SH,国泰海通,3.889358763040879e-11,7,2448064769.3884997
601899.SH,紫金矿业,3.658752998909167e-11,13,9514623493.072998
600105.SH,永鼎股份,3.574941181433894e-11,8,8306940324.073999
600519.SH,贵州茅台,2.7250547457454934e-11,14,5671790211.2630005
601318.SH,中国平安,2.7138429269870613e-11,11,4449872054.9939995
600584.SH,长电科技,2.6252753549415527e-11,12,18800942673.4925
600900.SH,长江电力,2.2610006523321424e-11,10,3392425016.4040003
600030.SH,中信证券,2.1881764300818127e-11,9,4825471584.392
600522.SH,中天科技,2.1527769967266658e-11,6,16573903092.9535
600036.SH,招商银行,1.872890252129294e-11,11,3325892718.2939997
600183.SH,生益科技,1.464354111624187e-11,5,13899822224.585499
